log;nome;cnpj;status;endereco;cidade;estado;anotacao;telefone;email;instagram;site;decisor;telefone_decisor;marcadores;mesorregiao;
;Kelly Cosmeticos Perfumaria;26.923.396/0001-32;Descoberto;AVENIDA LEBLON, 504 - JARDIM DOS LAGOS - SÃO PAULO/SP 04771-050;SÃO PAULO (JARDIM DOS LAGOS);SP;;11 954790332;kelly.mimi@hotmail.com;https://www.instagram.com/kellycosmeticos_/;;Kelly;;13;Metropolitada São Paulo;
;Beckys Cosmeticos;06.004.532/0001-83;Descoberto;AVENIDA JOAO CARLOS DA SILVA BORGES, 830 - VILA CRUZEIRO - SÃO PAULO/SP 04726-001;SÃO PAULO (VILA CRUZEIRO);SP;;(11) 5643-8478;;https://www.instagram.com/beckyscosmeticos/;;MONICA;;13;Metropolitada São Paulo;
;B1 COSMETICOS;12.939.309/0001-20;Descoberto;AVENIDA DAMASCENO VIEIRA - 1068 - VILA MASCOTE - São paulo - SP - 04363-040;SÃO PAULO (VILA MASCOTE);SP;UNHAS, CÍLIOS, SOBRANCELHA;(11) 987042370;;https://www.instagram.com/b1cosmeticos/;;MILTON;(11) 98704-2370;13;Metropolitada São Paulo;FÍSICA
;BELISSIMA PERFUMARIA;08.268.711/0001-53;Descoberto;Rua: Demas zitto, 501 Parque residencial cocaia▪︎Grajaú, SP;SÃO PAULO (GRAJAU);SP;;11 933615244;;https://www.instagram.com/belissimaperfumariaa/;;EDILENE;;13;Metropolitada São Paulo;
;Thalia Perfumaria;14.288.632/0001-07;Descoberto;ESTRADA DO MBOI MIRIM - 4350 - PARQUE DO LAGO - São paulo - SP - 04948-030;SÃO PAULO (PARQUE DO LAGO);SP;;(11) 94198-8210;;https://www.instagram.com/thaliaperfumaria/;;EDNA;;13;Metropolitada São Paulo;
;Aksa Cosmeticos;11.575.060/0001-59;Descoberto;;SÃO PAULO (AMERICANÓPOLIS);SP;;11996608086;;https://www.instagram.com/aksacosmeticos/;https://www.aksacosmeticos.com.br/  ;EDIVALDO;(11) 96722-6923;13;Metropolitada São Paulo;ONLINE
;Thalia Perfumaria;07.725.226/0001-07;Descoberto;AVENIDA SENADOR TEOTONIO VILELA - 1271 - VILA SANTA CATARINA - São paulo - SP - 04801-010;SÃO PAULO (VILA SANTA CATARINA);SP;;11973526830;;https://www.instagram.com/thaliaperfumaria/;;;;13;Metropolitada São Paulo;
;Traços de Mulher Perfumaria;05.415.671/0001-37;Descoberto;AVENIDA SILVIO RIBEIRO ARAGAO - 261 - VILA FRANCA - São paulo - SP - 05776-510;SÃO PAULO (VILA FRANCA);SP;;(11) 95382-6580;;https://www.instagram.com/tracos_de_mulher_perfumaria/;https://shopee.com.br/34fgyg4oym;EDSON / ADELE;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;EMPORIO DOS COSMETICOS;31.178.408/0001-81;Descoberto;Rua Moliére, 226 - Vila Sofia, São Paulo - SP, 04671-090;SÃO PAULO (VILA SOFIA);SP;;11972588523;;https://www.instagram.com/emporiodoscosmeticossp/;;MARIA;;13;Metropolitada São Paulo;
;BELLA PERFUMARIA E COSMETICOS;09.336.433/0001-97;Descoberto;RUA SATURNINO DE OLIVEIRA, 503 - JARDIM SAO LUIZ - SÃO PAULO/SP 05813-080;SÃO PAULO ( JARDIM SAO LUIZ);SP;;11 981232106;;https://www.instagram.com/belaperfumaria2016/;;WANDERLENE;;13;Metropolitada São Paulo;FÍSICA
;LUARA PERFUMARIA;04.072.494/0001-70;Descoberto;ESTRADA DO ALVARENGA - 1844 - BALNEARIO MAR PAULISTA - Sao paulo - SP - 04467-000;São Paulo (Balneário Mar Paulista);SP;UNHAS, CÍLIOS, SOBRANCELHA; 11 94103-0541;marcelino_2006@terra.com.br;https://www.instagram.com/perfumarialuara/;https://www.luaraperfumaria.com.br/;MARCELINO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;AFLORA PERFUMARIA;25.369.571/0001-29;Descoberto;ESTRADA DO M BOI MIRIM, 9832 - PARQUE DO LAGO - SÃO PAULO/SP 04945-046;SÃO PAULO (PARQUE DO LAGO);SP;;11 5517-1565;;https://www.instagram.com/afloraperfumaria/;;FERNANDA / FABIANA;;13;Metropolitada São Paulo;FÍSICA
;KIMI COSMÉTICOS MOEMA;08.655.379/0001-80;Descoberto;AVENIDA IRAI - 614 - INDIANOPOLIS - São paulo - SP - 04082-002;SÃO PAULO (INDIANOPOLIS);SP;;11 97959-2262;;https://www.instagram.com/kimimoema/;;MARCELO / CELSO;;13;Metropolitada São Paulo;FÍSICA
;Sempre Bella Perfumaria;12.620.278/0001-40;Descoberto;RUA GUILHERME RULE - 2770 - CHACARA GAIVOTAS - São paulo - SP - 04849-310;SÃO PAULO (CHACARA GAIVOTAS);SP;;(11) 5931-2806;;https://www.instagram.com/semprebella_perfumaria/;;ELAINE;;13;Metropolitada São Paulo;FÍSICA
;Traços de Mulher Perfumaria;33.414.760/0001-02;Descoberto;RUA JOAO DA CRUZ E SOUSA, 379 - JARDIM DAS ROSAS (ZONA SUL) - SÃO PAULO/SP 05893-000;SÃO PAULO (JARDIM DAS ROSAS);SP;;(11) 4782-4165;;https://www.instagram.com/tracos_de_mulher_perfumaria/;;ROBERTO / ADRIANA;;13;Metropolitada São Paulo;FÍSICA
;Belle Web Cosméticos;40.961.647/0001-02;Descoberto;ALAMEDA DOS MARACATINS - 738 - INDIANOPOLIS - São paulo - SP - 04089-001;SÃO PAULO (INDIANOPOLIS);SP;;11995972220;;https://www.instagram.com/bellewebprime/;https://www.belleprime.com.br/;SEVERINA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;LOLITAS COSMETICOS;27.079.363/0001-10;Descoberto;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA - 4013 - JARDIM ESMERALDA - São paulo - SP - 05564-100;SÃO PAULO (JARDIM ESMERALDA);SP;;11963939593;jufmachi@hotmail.com;https://www.instagram.com/lolitas.cosmeticos/;;JULIANA;(11) 99901-5454;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Goya Cupece;10.321.813/0001-37;Descoberto;AVENIDA CUPECE, 3320 - JARDIM PRUDENCIA - SÃO PAULO/SP 04366-000;SÃO PAULO (JARDIM PRUDENCIA);SP;;(11) 5562-6724;;https://www.instagram.com/goya.cupece/;;;;13;Metropolitada São Paulo;FÍSICA
;DAIKI PERFUMARIA;24.976.157/0001-15;Descoberto;AVENIDA YERVANT KISSAJIKIAN, 2248 - VILA JOANIZA - SÃO PAULO/SP 04428-000;SÃO PAULO ( VILA JOANIZA);SP;;11963633135;;https://www.instagram.com/daiki.perfumaria/;;CLAUDIA;;13;Metropolitada São Paulo;FÍSICA
;ESTILO K COSMETICA    ;26.280.275/0001-10;Descoberto;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 6404 - JARDIM ESMERALDA - SÃO PAULO/SP 05564-200;SÃO PAULO (JARDIM ESMERALDA);SP;;(𝟣𝟣) 𝟫𝟪𝟦𝟤𝟫-𝟪𝟪𝟫𝟦;renata@trilhast.com.br;https://www.instagram.com/estilok.oficial/;https://www.estilok.com.br/unha;RENATA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Teruya Perfumaria - Menininha;38.039.888/0001-49;Descoberto;ESTRADA M'BOI MIRIM, 5936 - PARQUE BOLOGNE - SÃO PAULO/SP 04941-006;SÃO PAULO (PARQUE BOLOGNE);SP;;(11)95559-2704;ricardoteruya@uol.com.br;https://www.instagram.com/teruyaperfumariamboimirim/;;RICARDO;(11) 98551-5878;13;Metropolitada São Paulo;FÍSICA
;Clarah Perfumaria;11.978.658/0001-99;Descoberto;ESTRADA DO ALVARENGA - 3071 - BALNEARIO SAO FRANCISCO - São paulo - SP - 04474-340;SÃO PAULO (BALNEARIO SAO FRANCISCO);SP;;11988718175;;https://www.instagram.com/clarah_perfumaria/;;SEVERINO;;13;Metropolitada São Paulo;FÍSICA
;Beautyline Cosméticos;;Descoberto;Av. Cândido José Xavier, 40 - Parque Santo Antônio, São Paulo - SP, 05822-020;SÃO PAULO (Parque Santo Antônio);SP;;(11) 95933-4840;;https://www.instagram.com/beautyline_pqsantoantonio/;;;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA UNIVERSO;46.518.177/0001-85;Descoberto;ESTRADA DE ITAPECERICA - 3850 - VILA PREL - São paulo - SP - 05835-004;SÃO PAULO ( VILA PREL);SP;;11 95776 8002;;https://www.instagram.com/perfumaria_universo_/;;JOSE;;13;Metropolitada São Paulo;FÍSICA
;LETICIA PERFUMARIA E COSMETICO;27.739.381/0001-81;Descoberto;RUA DAS TRES MARIAS - 592 - PARQUE NOVO SANTO AMARO - São paulo - SP - 05874-180;SÃO PAULO (PARQUE NOVO SANTO AMARO);SP;;11 95462-1446;;https://www.instagram.com/leticia_perfumaria/;;;;13;Metropolitada São Paulo;FÍSICA
;Marilu Maismarilu;19.953.449/0001-00;Descoberto;AVENIDA ANDORINHA DOS BEIRAIS, 480 - JARDIM DOM JOSE - SÃO PAULO/SP 05887-000;SÃO PAULO (JARDIM DOM JOSE);SP;;11 992434851;;https://www.instagram.com/maismarilu/;;ANTONIO;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA HIROMI;26.391.328/0001-70;Descoberto;RUA MARECHAL DEODORO, 1728 - CENTRO - SÃO BERNARDO DO CAMPO/SP 09710-201;SÃO PAULO (SÃO BERNARDO DO CAMPO);SP;;11993306999;;https://www.instagram.com/hiromioficial/;https://www.perfumariahiromi.com.br/;NANCI;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;PERFUMARIA BELLISSIMA E MAKE;47.750.514/0001-28;Descoberto;RUA HENRIQUE SAM MINDLIN - 1331 - JARDIM SAO BENTO NOVO - São paulo - SP - 05882-000;SÃO PAULO (JARDIM SAO BENTO NOVO);SP;;(11) 95159-9980;;https://www.instagram.com/perfumariabellissima/;https://shopee.com.br/perfumariabellissima_;ANDRESSA / SUMAYA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Grajaú Cosméticos;45.498.467/0001-41;Descoberto;RUA GIOVANNI BONONCINI, 183 - PARQUE BRASIL - SÃO PAULO/SP 04843-020;SÃO PAULO (PARQUE BRASIL);SP;;(11)5939-0479;;https://www.instagram.com/grajau_cosmeticos_oficial/;;HUIXIA / CHEN;(11) 98290-1244;13;Metropolitada São Paulo;FÍSICA
;BEAUTYLINE;46.017.038/0001-78;Descoberto;AVENIDA IRAI, 212 - INDIANÓPOLIS - SÃO PAULO/SP 04082-000;SÃO PAULO (INDIANOPOLIS);SP;;(11) 93772-7777;;https://www.instagram.com/beautyline_ibirapuera/;;MARCOS;(11) 98514-6381;13;Metropolitada São Paulo;FÍSICA
;PRIME COSMETICOS;50.349.276/0001-58;Descoberto;AVENIDA DIEDERICHSEN, 1291 - VILA GUARANI (Z SUL) - SÃO PAULO/SP 04310-001;SÃO PAULO ( VILA GUARANI);SP;;11958803319;;https://www.instagram.com/primecosmeticoseperfumaria;;ROBASON / FLAVIA;;13;Metropolitada São Paulo;FÍSICA
;BROOKLIN COSMÉTICOS;47.883.443/0001-31;Descoberto;AVENIDA ENG LUIZ CARLOS BERRINI, 1315 - CIDADE MONCOES - SÃO PAULO/SP 04571-010;São Paulo ( CIDADE MONCOES);SP;;1155063700;;https://www.instagram.com/brooklin.cosmeticos/;;CHEN;(11) 98268-8190;13;Metropolitada São Paulo;FÍSICA
;NATY PERFUMARIA;49.917.417/0001-02;Descoberto;AVENIDA YERVANT KISSAJIKIAN, 3060 - VILA JOANIZA - SÃO PAULO/SP 04428-000;SÃO PAULO (VILA JOANIZA);SP;;11 91789-4570;;https://www.instagram.com/naty.perfumaria/;;NATALIA;;13;Metropolitada São Paulo;FÍSICA
;Purablz Distribuidora de Cosméticos;45.580.315/0001-93;Descoberto;;SÃO PAULO;SP;;(11)5666-7711 ;;https://www.instagram.com/purablz.oficial/;https://purablz.com.br/;MARLENE;;13;Metropolitada São Paulo;ONLINE
;AIMI COSMETICOS;48.593.343/0001-33;Descoberto;AVENIDA JABAQUARA, 1327 - MIRANDOPOLIS - SÃO PAULO/SP 04045-002;São Paulo (MIRANDOPOLIS);SP;;(11) 99438-1228;;https://www.instagram.com/aimi.cosmeticos/;https://www.aimicosmeticos.com.br/;RAFAEL;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;CASA BELLEZA IPIRANGA;34.393.836/0001-15;Descoberto;RUA SILVA BUENO - 1805 - IPIRANGA - São paulo - SP - 04208-052;SÃO PAULO (IPIRANGA);SP;UNHAS, CÍLIOS, SOBRANCELHA;(11) 3806-0546;andrea@casabelleza.com.br;https://www.instagram.com/casabelleza.ipiranga;;Andrea;(11) 99919-4257;12;Metropolitada São Paulo;ONLINE, FÍSICA
;DOM DOCA ESMALTERIA;35.354.428/0001-17;Descoberto;PRACA FLORIANO PEIXOTO - 408 - SANTO AMARO - São paulo - SP - 04751-030;SÃO PAULO (SANTO AMARO);SP;UNHAS, CÍLIOS, SOBRANCELHA;11947570916;;https://www.domdocaesmalteria.com.br/;https://www.domdocaesmalteria.com.br/;VITORIA;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;FOR BEAUTY PRO;47.972.644/0001-05;Descoberto;RUA DOMENICO LANZETTI, 6 - PARELHEIROS - SÃO PAULO/SP 04884-210;SÃO PAULO (PARELHEIROS);SP;UNHAS, CÍLIOS, SOBRANCELHA;11 917334019;gustavobranco53@gmail.com;https://www.instagram.com/for_beautypro/;https://forbeautypro.lojavirtualnuvem.com.br/;GUSTAVO;(11) 97343-5615;12;Metropolitada São Paulo;ONLINE, FÍSICA
;SHOPPING DA BELEZA;68.950.955/0001-43;Descoberto;AVENIDA DOS EUCALIPTOS - 671 - INDIANOPOLIS - São paulo - SP - 04517-050;SÃO PAULO (INDIANOPOLIS);SP;UNHAS;11961586007;;https://www.instagram.com/_shoppingdabeleza_;;RENAN;;12;Metropolitada São Paulo;.
;KIMI COSMETICOS;04.499.605/0001-20;Descoberto;AVENIDA JORGE JOAO SAAD - 1120 - VILA PROGREDIOR - São paulo - SP - 05618-001;SÃO PAULO (VILA PROGREDIOR);SP;UNHAS, SOBRANCELHA;11 94006-6391;;https://www.instagram.com/kimicosmeticos;https://www.kimicosmeticos.com.br/;LINCOLN / CELSO;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;ESMALTE MASTER;30.192.946/0001-68;Descoberto;Av. Prof. Oscar Campiglia, 81 - Parque Ipe, São Paulo - SP, 05762-230;SÃO PAULO (Parque Ipe);SP;UNHAS, CÍLIOS;11 985229163;debgm1410@hotmail.com;https://www.instagram.com/esmaltesmaster/;https://shopee.com.br/esmaltemaster;GEZUE / DEBORA;;12;Metropolitada São Paulo;
;MERCADO DA MANICURE;15.227.278/0001-73;Descoberto;RUA SAMUEL KLEIN - 182 - CENTRO - São caetano do sul - SP - 09510-125;SÃO PAULO (São caetano do sul);SP;UNHAS;(11) 97081-6166;;https://www.instagram.com/mercadodamanicure.oficial/;https://www.mercadodamanicure.com.br/;AFONSO;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;Loja Léka Acessórios;;Descoberto;R. Santa Clara, 310 - Canhema, Diadema - SP, 09941-260;SÃO PAULO (Diadema);SP;UNHAS, CÍLIOS, SOBRANCELHA;11962893430;;https://www.instagram.com/lojalekaacessorios/;;;;12;Metropolitada São Paulo; FÍSICA
;NAILS GRAJAU;39.593.434/0001-88;Descoberto;Av. Rosália Iannini Conde, 320 - Parque America, São Paulo - SP, 04841-150;SÃO PAULO (Parque America);SP;UNHAS;11932161459;;https://www.instagram.com/nails_grajau/;;ROBERTO / CASSIA;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;VM BEAUTY LOJA;45.657.455/0001-12;Descoberto;AVENIDA NOSSA SENHORA DA ENCARNACAO - DE 401/402 AO FIM, 925 - JARDIM MARIA ESTELA - SÃO PAULO/SP 04180-081;SÃO PAULO (JARDIM MARIA ESTELA);SP;UNHAS, CÍLIOS, SOBRANCELHA;11934879244;viick.marques@hotmail.com;https://www.instagram.com/vmbeautyloja/;https://www.vmbeautyloja.com.br/;VITORIA;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;Paola Cosmeticos;03.562.087/0001-89;Descoberto;AVENIDA DO RIO PEQUENO - 880 - RIO PEQUENO - São paulo - SP - 05379-000;São paulo;SP;Unhas;(11) 3766-4193;paolacosmeticos880@gmail.com;https://www.instagram.com/paolacosmeticos_/;;JOSE E. D. A. L;(11) 99163-6036;13;Metropolitada São Paulo;Fisica
;SUMIRÊ LAPA COSMETICOS;43.582.584/0001-63;Descoberto;;;SP;Unhas;11 36415286;;https://www.instagram.com/sumire.lapa/;www.sumirelapa.com.br;;;13;Metropolitada São Paulo;Fisica
;BARAO COSMETICOS PERDIZES;26.167.682/0001-15;Descoberto;;;SP;Unhas;(11) 3836-8733;;https://www.instagram.com/baraocosmeticos/;https://baraocosmeticos.com.br/buscar?q=alicate;;(11) 3871-0498;13;Metropolitada São Paulo;Fisica
;VILY COSMETICOS;05.692.779/0001-77;Descoberto;AVENIDA DO RIO PEQUENO - 814 - RIO PEQUENO - São paulo - SP - 05379-000;São Paulo;SP;Unhas;(11) 3766-3587;;https://www.instagram.com/stories/highlights/18098069257030540/;;SOLANGE SATIKO HIRANO;;13;Metropolitada São Paulo;Fisica
;LAPA COSMETICOS;11.051.741/0001-18;Descoberto;RUA MONTEIRO DE MELO - 102 - LAPA - São paulo - SP - 05050-000;São Paulo;SP;Unhas;(11) 2091-1992;;https://www.instagram.com/lapa_cosmeticos/;;NEUSA U. T;(11) 2092-2728;13;Metropolitada São Paulo;Fisica
;SOU MAR PERFUMARIA;51.962.868/0001-03;Descoberto;AVENIDA DR SYLVIO DE CAMPOS, 58 - PERUS - SÃO PAULO/SP 05204-000;São Paulo;SP;Unhas;11 94116-6223;;https://www.instagram.com/soumarperfumaria/;;ELISA S;(11) 3917-2224;13;Metropolitada São Paulo;Fisica
;PERFUMARIA FLORIBELLA;56.757.388/0001-24;Descoberto;AVENIDA MUTINGA - 2590 - PIRITUBA - São paulo - SP - 05110-000;São Paulo;SP;Unhas;11 98401-5416;p.floribella@hotmail.com;https://www.instagram.com/perfumariafloribella/;;MASAHIRO T;(11) 2239-8527;13;Metropolitada São Paulo;Fisica
;KIMI COSMETICOS;00.951.930/0001-20;Descoberto;AVENIDA VITAL BRASIL, 326 - BUTANTA - SÃO PAULO/SP 05503-000;São Paulo;SP;Unhas;(11) 94005-8909;kimi.butanta@terra.com.br;https://www.instagram.com/kimicosmeticos/;;LINCOLN H. I;(11) 3819-4949;13;Metropolitada São Paulo;Fisica
;JUJU COSMETICOS;24.226.302/0001-40;Descoberto;;São Paulo;SP;Unhas;(11) 4701-2314;jjjperfumaria@gmail.com;https://www.instagram.com/jujucosmeticos/;http://www.jujucosmeticos.com.br/;JAIR R. D. O. J;;13;Metropolitada São Paulo;
;REVENDA DE COSMETICOS;42.747.003/0001-33;Descoberto;AVENIDA MOFARREJ, 348 - VILA LEOPOLDINA - SÃO PAULO/SP 05311-000;São Paulo;SP;Unhas;(11) 3978-7234;contato@revendadecosmeticos.com.br;https://www.instagram.com/rc.revendadecosmeticos/;;RENATA B. C;(17) 3364-9940;13;Metropolitada São Paulo;
;MAIS MAKE DISTRIBUIDORA;38.318.620/0001-46;Descoberto;;;SP;Unhas;(11) 2235-6929;maismakedistribuidora@gmail.com;https://www.instagram.com/maismakedistribuidora/;;PAULO G. D. S. C;(93) 99218-6608;13;Metropolitada São Paulo;
;Kimi Cosméticos;03.246.835/0001-14;Descoberto;;;SP;Unhas;11940091807;financeiro.kimi@terra.com.br;https://www.instagram.com/kimicosmeticos/;;MIYUKI N. F;;13;Metropolitada São Paulo;
;UEHARA COSMETICOS;36.010.535/0001-90;Descoberto;AVENIDA DOUTOR VITAL BRASIL - 569 - BUTANTA - São paulo - SP - 05503-001;São Paulo;SP;Unhas;(11) 2139-4650;escpolivalente@escpolivalente.com.br;https://www.instagram.com/uehara_cosmeticos/;;RAFAEL T. U;(11) 2387-7900;13;Metropolitada São Paulo;Fisica
;COLORÊ MAKE UP;48.826.681/0001-78;Descoberto;AVENIDA DEP JACOB SALVADOR ZVEIBIL, S/N - BUTANTA - SÃO PAULO/SP 05512-390;São Paulo;SP;Unhas e Cilios;(62) 3085-4605;;https://www.instagram.com/coloremakeup_mix/;;RAFAEL D. S. B;;13;Metropolitada São Paulo;.
;Makibella Cosméticos;28.100.491/0001-61;Descoberto;AVENIDA LEAO MACHADO, 100 - PARQUE CONTINENTAL - SÃO PAULO/SP 05328-020;SÃO PAULO (PARQUE CONTINENTAL);SP;;11976979956;gerencia@angelbeauty.com.br;https://www.instagram.com/makibellacosmeticos/;;ANGELO / ADRIANA;;13;Metropolitada São Paulo;Fisica
;ANABELLY PERFUMARIA;39.602.577/0001-09;Descoberto;Estr. do Campo Limpo, 3996 - Vila Pirajussara;SÃO PAULO (Vila Pirajussara);SP;;11 982344142;;https://www.instagram.com/anabelly.perfumaria/;;ARUAN;;13;Metropolitada São Paulo;
;BODY & BEAUTY;56.122.104/0001-23;Descoberto;Av Corifeu de Azevedo Marques, 5069 - loja 7 - Open Mall Pátio Jaguaré - São Paulo/SP;SÃO PAULO (VILA LAGEADO);SP;UNHAS, CÍLIOS, SOBRANCELHA;11 98822-8747;;https://www.instagram.com/bodyebeauty;;MARIA;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;YUMEI COSMETICOS;06.222.077/0001-92;Descoberto;PRACA ISAI LEINER, 131 - JARDIM BONFIGLIOLI - SÃO PAULO/SP 05592-140;SÃO PAULO (JARDIM BONFIGLIOLI);SP;;11995178178;;https://www.instagram.com/yumeicosmeticos/;;RAQUEL / SUNG ;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;PINHEIROS COSMETICOS;20.390.496/0001-64;Descoberto;R. Teodoro Sampaio, 1900 - Pinheiros, São Paulo - SP, 05406-150;São Paulo (PINHEIROS);SP;;(11) 97528-0416;;https://www.instagram.com/pinheiroscosmeticos;https://pinheiroscosmeticos.com.br/;KARINA;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Fiklinda Perfumaria Jardim Ipanema;09.628.282/0001-40;Descoberto;AVENIDA ALEXIOS JAFET, 1240 - JARDIM IPANEMA (ZONA OESTE) - SÃO PAULO/SP 05187-010;São Paulo (Jardim Ipanema);SP;;11995300664;;https://www.instagram.com/perfumaria_fiklinda/;;ANDERSON;;13;Metropolitada São Paulo;
;KENZO PERFUMARIA;27.968.474/0001-88;Descoberto;AVENIDA ELISIO CORDEIRO DE SIQUEIRA, 779 - JARDIM SANTO ELIAS - SÃO PAULO/SP 05136-000;São Paulo (Jardim Santo Elias);SP;;1126406255;;https://www.instagram.com/kenzoperfumaria.santoe]lias/;;FERNANDO;;13;Metropolitada São Paulo;
;Sumirê Pinheiros;08.571.461/0001-26;Descoberto;RUA TEODORO SAMPAIO - 2472 - PINHEIROS - São paulo - SP - 05406-200;São Paulo (PINHEIROS);SP;;11940361633;;https://www.instagram.com/sumirepinheiros/;;RICARDO;;13;Metropolitada São Paulo;
;AKIKO PERFUMARIA;02.296.662/0001-86;Descoberto;AVENIDA CORIFEU DE A. MARQUES - 2144 - JARDIM RIZZO - São paulo - SP - 05582-001;São Paulo (JARDIM RIZZO);SP;;11 97762-4881;;https://www.instagram.com/akikoperfumaria/;https://akikoperfumaria.com.br/;HELENA;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;ANABEL COSMETICOS;34.063.593/0001-57;Descoberto;RUA CEL RUBENS REIS REZENDE, 98 - JARDIM ARPOADOR - SÃO PAULO/SP 05565-180;São Paulo (JARDIM ARPOADOR);SP;;(11) 95608-8562;;https://www.instagram.com/anabelcosmeticos_/;;GIOVANNA;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Kaori Cosméticos;10.746.145/0001-90;Descoberto;RUA PADRE JOAO DA CUNHA, 510 - JARDIM JOAO XXIII - SÃO PAULO/SP 05569-050;São Paulo (JARDIM JOAO XXIII );SP;;11 95964-2486;;https://www.instagram.com/kaori_cosmeticos/;https://kaorinaweb.com.br/;FLAVIA;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;DKELLY COSMETICOS;23.371.178/0001-44;Descoberto;ESTRADA DO M BOI MIRIM, 1179 - JARDIM DAS FLORES - SÃO PAULO/SP 04905-021;São Paulo (JARDIM DAS FLORES);SP;;(11) 3853-8149;;https://www.instagram.com/dkellycosmeticos/;;OSVALDO;;13;Metropolitada São Paulo;FÍSICA
;PORTAL COSMETICOS;02.634.976/0001-41;Descoberto;R. Prof. José Horácio Meirelles Teixeira, 1041 - LOJA 07 - Vila Suzana, São Paulo - SP, 05630-130;São Paulo (Vila Suzana);SP;;11 981904849;;https://www.instagram.com/portalcosmeticos.morumbi/;;;;13;Metropolitada São Paulo;FÍSICA
;PADRAO COSMETICOS;11.767.830/0001-65;Descoberto;RUA JOSE FILIPE DA SILVA, 274 - JARDIM ESTER - SÃO PAULO/SP 05372-040;São Paulo (JARDIM ESTER);SP;;11956066265;;https://www.instagram.com/padraocosmeticos/;;VITOR;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Belface Mais;07.967.998/0001-47;Descoberto;RUA HEITOR PENTEADO - 1240 - SUMAREZINHO - São paulo - SP - 05438-100;São Paulo (SUMAREZINHO);SP;;11 975733036;;https://www.instagram.com/perfumariabelfacemais/;;ELIZA;;13;Metropolitada São Paulo;FÍSICA
;COMPANHIA DA BELEZA;33.251.365/0001-48;Descoberto;ESTRADA CORONEL JOSE GLADIADOR, 120 - JARDIM ANHANGUERA - SÃO PAULO/SP 05267-000;São Paulo (JARDIM ANHANGUERA);SP;;11995672545;;https://www.instagram.com/ciada_beleza_/;;OSMARI;;13;Metropolitada São Paulo;FÍSICA
;BELLA COSMETICOS;24.222.299/0001-97;Descoberto;RUA IRMAO JOAQUIM DO LIVRAMENTO, 76 - JARDIM JOAO XXIII - SÃO PAULO/SP 05569-000;São Paulo (JARDIM JOAO XXIII);SP;;(11) 98168-9552;cristianeisabela450@gmail.com;https://www.instagram.com/bellacosmeticosofficial/;;ISABELA ;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Vila Olímpia Cosméticos;49.605.885/0001-41;Descoberto;AVENIDA DR CARDOSO DE MELO, 1655 - VILA OLIMPIA - SÃO PAULO/SP 04548-005;São Paulo (VILA OLIMPIA);SP;;1138428336;shen.73@hotmail.com;https://www.instagram.com/vila.olimpiaa;;CHEN;(11) 98268-8190;13;Metropolitada São Paulo;FÍSICA
;THEO COSMETICOS BELEZA;48.880.484/0001-37;Descoberto;Estr. Pres. Juscelino K. de Oliveira, 4265 - Pimentas, Guarulhos - SP, 07252-000;São Paulo (Guarulhos);SP;Insta pouco utilizado porém loja esta aberta ainda, talvez eles tenham criado um novo que não encontrei;11 950424472;;https://www.instagram.com/theocosmeticosgru/;https://shopee.com.br/theocosmeticos?v=592;JANET;(11) 95174-5406;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Dallila Cosméticos;47.422.288/0001-56;Descoberto;RUA FRANCISCO DE SALES, 54 - JARDIM DAS PALMAS - SÃO PAULO/SP 05749-280;São Paulo (JARDIM DAS PALMAS);SP;;11948717435;;https://www.instagram.com/dallila264/;;MILTON;;13;Metropolitada São Paulo;FÍSICA
